year,desplazamiento,cilindros,co2,consumo_litros_milla,clase_tipo_Coche Familiar,clase_tipo_Coches Grandes,clase_tipo_Coches Medianos,clase_tipo_Coches pequeños,clase_tipo_Deportivos,clase_tipo_Furgoneta,clase_tipo_Vehículos Especiales,traccion_tipo_dos,transmision_tipo_Manual,combustible_tipo_Otros tipos de combustible,combustible_tipo_Premium,tamano_motor_tipo_mediano,tamano_motor_tipo_muy grande,tamano_motor_tipo_muy pequeño,tamano_motor_tipo_pequeño,consumo_tipo_bajo,consumo_tipo_moderado,consumo_tipo_muy alto,consumo_tipo_muy bajo,co2_tipo_bajo,co2_tipo_moderado,co2_tipo_muy alto,co2_tipo_muy bajo
-0.6706380596396262,0.4580730926921965,0.26124974975696885,-0.1979032206385311,-0.19619934044910506,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
-0.573382061837496,-0.17420637264893163,0.26124974975696885,-0.39172801395067686,-0.3894082642746851,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
-0.573382061837496,0.4580730926921965,0.26124974975696885,-0.1979032206385311,-0.19619934044910506,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
-0.4761260640353658,-0.17420637264893163,0.26124974975696885,-0.39172801395067686,-0.3894082642746851,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
-0.4761260640353658,-0.17420637264893163,0.26124974975696885,-0.1979032206385311,-0.19619934044910506,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
-0.37887006623323555,-0.17420637264893163,0.26124974975696885,-0.1979032206385311,-0.19619934044910506,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
-0.37887006623323555,-0.17420637264893163,0.26124974975696885,-0.39172801395067686,-0.3894082642746851,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
-0.2816140684311053,-0.17420637264893163,0.26124974975696885,0.016324182495945087,0.017347364831797885,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
-0.2816140684311053,-0.17420637264893163,0.26124974975696885,-0.1979032206385311,-0.19619934044910506,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
-0.18435807062897508,-0.17420637264893163,0.26124974975696885,-0.1979032206385311,-0.19619934044910506,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
-0.18435807062897508,-0.17420637264893163,0.26124974975696885,0.016324182495945087,0.017347364831797885,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
-0.08710207282684486,-0.17420637264893163,0.26124974975696885,-0.1979032206385311,-0.19619934044910506,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
-0.08710207282684486,-0.17420637264893163,0.26124974975696885,-0.1979032206385311,-0.19619934044910506,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
0.010153924975285375,-0.17420637264893163,0.26124974975696885,-0.1979032206385311,-0.19619934044910506,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0.010153924975285375,-0.17420637264893163,0.26124974975696885,0.016324182495945087,0.017347364831797885,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0.10740992277741561,-0.17420637264893163,0.26124974975696885,-0.39172801395067686,-0.3894082642746851,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0.10740992277741561,-0.17420637264893163,0.26124974975696885,-0.1979032206385311,-0.19619934044910506,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0.10740992277741561,-0.17420637264893163,0.26124974975696885,-0.39172801395067686,-0.3894082642746851,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
0.20466592057954583,-0.17420637264893163,0.26124974975696885,-0.39172801395067686,-0.3894082642746851,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0.20466592057954583,-0.17420637264893163,0.26124974975696885,-0.1979032206385311,-0.19619934044910506,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
0.3019219183816761,-0.17420637264893163,0.26124974975696885,-0.1979032206385311,-0.19619934044910506,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0.3019219183816761,-0.17420637264893163,0.26124974975696885,-0.1979032206385311,-0.19619934044910506,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
0.3991779161838063,-0.17420637264893163,0.26124974975696885,-0.1979032206385311,-0.19619934044910506,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0.3991779161838063,-0.17420637264893163,0.26124974975696885,-0.1979032206385311,-0.19619934044910506,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
0.49643391398593656,-0.17420637264893163,0.26124974975696885,-0.1979032206385311,-0.19619934044910506,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0.49643391398593656,-0.17420637264893163,0.26124974975696885,-0.1979032206385311,-0.19619934044910506,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
0.5936899117880667,-0.17420637264893163,0.26124974975696885,-0.1979032206385311,-0.19619934044910506,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0.690945909590197,0.22096829318927355,0.26124974975696885,0.016324182495945087,0.017347364831797885,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0.7882019073923272,0.22096829318927355,0.26124974975696885,0.016324182495945087,0.017347364831797885,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0.8854579051944574,0.22096829318927355,0.26124974975696885,-0.1979032206385311,-0.19619934044910506,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0.8854579051944574,0.22096829318927355,0.26124974975696885,-0.1979032206385311,-0.19619934044910506,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0.9827139029965877,0.22096829318927355,0.26124974975696885,-0.1979032206385311,-0.19619934044910506,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0.9827139029965877,0.22096829318927355,0.26124974975696885,-0.1979032206385311,-0.19619934044910506,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1.079969900798718,0.22096829318927355,0.26124974975696885,-0.1979032206385311,-0.19619934044910506,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1.1772258986008481,0.22096829318927355,0.26124974975696885,-0.3659923038000822,-0.3894082642746851,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1.1772258986008481,0.22096829318927355,0.26124974975696885,-0.18278894340602128,-0.19619934044910506,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1.2744818964029785,0.22096829318927355,0.26124974975696885,-0.18278894340602128,-0.19619934044910506,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1.2744818964029785,0.22096829318927355,0.26124974975696885,-0.3659923038000822,-0.3894082642746851,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1.3717378942051086,0.22096829318927355,0.26124974975696885,-0.14614827132720912,-0.19619934044910506,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1.3717378942051086,0.22096829318927355,0.26124974975696885,-0.3659923038000822,-0.3894082642746851,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1.468993892007239,0.22096829318927355,0.26124974975696885,0.06453559312596091,0.017347364831797885,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1.468993892007239,0.22096829318927355,0.26124974975696885,0.00957458500774265,0.017347364831797885,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1.566249889809369,0.22096829318927355,0.26124974975696885,0.00957458500774265,0.017347364831797885,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1.566249889809369,0.22096829318927355,0.26124974975696885,0.018734753027445695,0.017347364831797885,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1.1772258986008481,0.22096829318927355,0.26124974975696885,-0.3659923038000822,-0.3894082642746851,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
1.2744818964029785,0.22096829318927355,0.26124974975696885,-0.3659923038000822,-0.3894082642746851,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
1.3717378942051086,0.22096829318927355,0.26124974975696885,-0.3659923038000822,-0.3894082642746851,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
1.468993892007239,0.22096829318927355,0.26124974975696885,0.00957458500774265,0.017347364831797885,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
1.566249889809369,0.22096829318927355,0.26124974975696885,0.00957458500774265,0.017347364831797885,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
-0.573382061837496,-0.17420637264893163,0.26124974975696885,-0.1979032206385311,-0.19619934044910506,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0.010153924975285375,-0.17420637264893163,0.26124974975696885,0.016324182495945087,0.017347364831797885,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
0.690945909590197,0.22096829318927355,0.26124974975696885,-0.5679323715071721,-0.5650527404797562,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0.7882019073923272,0.22096829318927355,0.26124974975696885,-0.39172801395067686,-0.3894082642746851,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0.8854579051944574,0.22096829318927355,0.26124974975696885,-0.5679323715071721,-0.5650527404797562,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0.8854579051944574,0.22096829318927355,0.26124974975696885,-0.39172801395067686,-0.3894082642746851,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0.9827139029965877,0.22096829318927355,0.26124974975696885,-0.5679323715071721,-0.5650527404797562,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0.9827139029965877,0.22096829318927355,0.26124974975696885,-0.39172801395067686,-0.3894082642746851,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1.079969900798718,0.22096829318927355,0.26124974975696885,-0.39172801395067686,-0.3894082642746851,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1.079969900798718,0.22096829318927355,0.26124974975696885,-0.5679323715071721,-0.5650527404797562,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1.1772258986008481,0.22096829318927355,0.26124974975696885,-0.6499575124108765,-0.5650527404797562,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1.1772258986008481,-0.964555704325342,-1.030553968616535,-1.0621650732975136,-1.0076768205165363,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1.2744818964029785,-0.964555704325342,-1.030553968616535,-1.0896455773566227,-1.1325195097576795,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1.2744818964029785,0.22096829318927355,0.26124974975696885,-0.6499575124108765,-0.7254237839713426,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1.3717378942051086,-0.964555704325342,-1.030553968616535,-1.0896455773566227,-1.1325195097576795,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1.3717378942051086,0.22096829318927355,0.26124974975696885,-0.6499575124108765,-0.7254237839713426,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1.468993892007239,-0.964555704325342,-1.030553968616535,-0.723238856568501,-0.7254237839713426,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
1.468993892007239,0.22096829318927355,0.26124974975696885,-0.3934728078591913,-0.3894082642746851,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1.566249889809369,-0.964555704325342,-1.030553968616535,-0.7323990245882039,-0.7254237839713426,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
1.566249889809369,0.22096829318927355,0.26124974975696885,-0.3934728078591913,-0.3894082642746851,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1.1772258986008481,0.22096829318927355,0.26124974975696885,-0.6407973443911735,-0.5650527404797562,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
1.2744818964029785,0.22096829318927355,0.26124974975696885,-0.6499575124108765,-0.7254237839713426,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
1.3717378942051086,0.22096829318927355,0.26124974975696885,-0.6499575124108765,-0.7254237839713426,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
1.468993892007239,0.22096829318927355,0.26124974975696885,-0.3934728078591913,-0.3894082642746851,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
1.566249889809369,0.22096829318927355,0.26124974975696885,-0.3934728078591913,-0.3894082642746851,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
-1.0596620508481471,-0.17420637264893163,0.26124974975696885,0.016324182495945087,0.017347364831797885,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0
-0.9624060530460169,-0.17420637264893163,0.26124974975696885,0.016324182495945087,0.017347364831797885,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0
-0.8651500552438867,-0.17420637264893163,0.26124974975696885,0.016324182495945087,0.017347364831797885,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0
-0.7678940574417564,-0.17420637264893163,0.26124974975696885,0.016324182495945087,0.017347364831797885,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0
-0.7678940574417564,-0.016136506313649417,0.26124974975696885,0.2543546304231407,0.2546214818105773,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
-0.6706380596396262,-0.17420637264893163,0.26124974975696885,0.016324182495945087,0.017347364831797885,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0
-0.6706380596396262,-0.016136506313649417,0.26124974975696885,0.016324182495945087,0.017347364831797885,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
-0.573382061837496,-0.17420637264893163,0.26124974975696885,0.016324182495945087,0.017347364831797885,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0
-0.573382061837496,-0.016136506313649417,0.26124974975696885,0.016324182495945087,0.017347364831797885,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
-0.4761260640353658,0.14193336002163243,1.5530534681304726,0.2543546304231407,0.2546214818105773,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
-0.37887006623323555,0.14193336002163243,1.5530534681304726,0.2543546304231407,0.2546214818105773,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
-0.2816140684311053,0.14193336002163243,1.5530534681304726,0.2543546304231407,0.2546214818105773,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
-0.18435807062897508,0.14193336002163243,1.5530534681304726,0.2543546304231407,0.2546214818105773,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
-1.448686042056668,-0.5693810384871368,-1.030553968616535,-0.5679323715071721,-0.5650527404797562,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
-1.448686042056668,-0.17420637264893163,0.26124974975696885,-0.1979032206385311,-0.19619934044910506,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
-1.448686042056668,-0.17420637264893163,0.26124974975696885,0.016324182495945087,0.017347364831797885,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
-1.351430044254538,-0.5693810384871368,-1.030553968616535,-0.39172801395067686,-0.3894082642746851,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
-1.351430044254538,-0.17420637264893163,0.26124974975696885,-0.1979032206385311,-0.19619934044910506,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
-1.2541740464524076,-0.17420637264893163,0.26124974975696885,-0.39172801395067686,-0.3894082642746851,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
-1.2541740464524076,0.4580730926921965,0.26124974975696885,0.016324182495945087,0.017347364831797885,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
-1.1569180486502775,-0.17420637264893163,0.26124974975696885,-0.39172801395067686,-0.3894082642746851,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
-1.1569180486502775,0.4580730926921965,0.26124974975696885,-0.1979032206385311,-0.19619934044910506,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
-1.0596620508481471,-0.17420637264893163,0.26124974975696885,-0.39172801395067686,-0.3894082642746851,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
-1.0596620508481471,0.4580730926921965,0.26124974975696885,0.2543546304231407,0.2546214818105773,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
-0.9624060530460169,-0.17420637264893163,0.26124974975696885,-0.39172801395067686,-0.3894082642746851,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
-0.9624060530460169,0.4580730926921965,0.26124974975696885,0.2543546304231407,0.2546214818105773,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
-0.8651500552438867,-0.17420637264893163,0.26124974975696885,-0.39172801395067686,-0.3894082642746851,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
-0.8651500552438867,0.4580730926921965,0.26124974975696885,0.016324182495945087,0.017347364831797885,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
-0.7678940574417564,-0.17420637264893163,0.26124974975696885,-0.39172801395067686,-0.3894082642746851,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
-0.7678940574417564,0.4580730926921965,0.26124974975696885,-0.1979032206385311,-0.19619934044910506,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
-0.6706380596396262,-0.17420637264893163,0.26124974975696885,-0.39172801395067686,-0.3894082642746851,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
-0.6706380596396262,0.4580730926921965,0.26124974975696885,-0.1979032206385311,-0.19619934044910506,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
-0.573382061837496,-0.17420637264893163,0.26124974975696885,-0.39172801395067686,-0.3894082642746851,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
-0.573382061837496,0.4580730926921965,0.26124974975696885,0.016324182495945087,0.017347364831797885,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
-0.4761260640353658,-0.17420637264893163,0.26124974975696885,-0.1979032206385311,-0.19619934044910506,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
-0.37887006623323555,-0.17420637264893163,0.26124974975696885,0.016324182495945087,0.017347364831797885,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
-0.37887006623323555,-0.17420637264893163,0.26124974975696885,-0.1979032206385311,-0.19619934044910506,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
-0.2816140684311053,-0.17420637264893163,0.26124974975696885,0.016324182495945087,0.017347364831797885,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
-0.2816140684311053,-0.17420637264893163,0.26124974975696885,0.2543546304231407,0.2546214818105773,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
-0.18435807062897508,-0.17420637264893163,0.26124974975696885,0.016324182495945087,0.017347364831797885,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
-0.08710207282684486,-0.17420637264893163,0.26124974975696885,0.016324182495945087,0.017347364831797885,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
-0.08710207282684486,-0.17420637264893163,0.26124974975696885,-0.1979032206385311,-0.19619934044910506,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
-0.08710207282684486,-0.17420637264893163,0.26124974975696885,-0.1979032206385311,-0.19619934044910506,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
0.010153924975285375,-0.17420637264893163,0.26124974975696885,0.016324182495945087,0.017347364831797885,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0.10740992277741561,-0.17420637264893163,0.26124974975696885,-0.1979032206385311,-0.19619934044910506,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0.10740992277741561,-0.17420637264893163,0.26124974975696885,0.016324182495945087,0.017347364831797885,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0.10740992277741561,-0.17420637264893163,0.26124974975696885,0.016324182495945087,0.017347364831797885,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
0.20466592057954583,-0.17420637264893163,0.26124974975696885,0.016324182495945087,0.017347364831797885,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0.20466592057954583,-0.17420637264893163,0.26124974975696885,0.016324182495945087,0.017347364831797885,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
0.3019219183816761,-0.17420637264893163,0.26124974975696885,-0.1979032206385311,-0.19619934044910506,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0.3019219183816761,-0.17420637264893163,0.26124974975696885,0.016324182495945087,0.017347364831797885,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0.3019219183816761,-0.17420637264893163,0.26124974975696885,0.016324182495945087,0.017347364831797885,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
0.3991779161838063,-0.17420637264893163,0.26124974975696885,0.016324182495945087,0.017347364831797885,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0.3991779161838063,-0.17420637264893163,0.26124974975696885,0.016324182495945087,0.017347364831797885,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
-1.351430044254538,-0.17420637264893163,0.26124974975696885,0.016324182495945087,0.017347364831797885,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0.010153924975285375,-0.17420637264893163,0.26124974975696885,0.016324182495945087,0.017347364831797885,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
-1.2541740464524076,0.4580730926921965,0.26124974975696885,0.2543546304231407,0.2546214818105773,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
-1.2541740464524076,-0.17420637264893163,0.26124974975696885,0.016324182495945087,0.017347364831797885,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
-1.1569180486502775,-0.17420637264893163,0.26124974975696885,0.016324182495945087,0.017347364831797885,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
-1.1569180486502775,0.4580730926921965,0.26124974975696885,0.2543546304231407,0.2546214818105773,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
-1.0596620508481471,-0.17420637264893163,0.26124974975696885,0.016324182495945087,0.017347364831797885,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0.690945909590197,0.22096829318927355,0.26124974975696885,0.2543546304231407,0.2546214818105773,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0.7882019073923272,0.22096829318927355,0.26124974975696885,0.2543546304231407,0.2546214818105773,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0.690945909590197,0.22096829318927355,0.26124974975696885,0.016324182495945087,0.017347364831797885,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0.7882019073923272,0.22096829318927355,0.26124974975696885,0.016324182495945087,0.017347364831797885,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
-1.6431980376609285,-0.964555704325342,-1.030553968616535,-1.5255618084119027,-1.866888269999699,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
-1.6431980376609285,-0.727450904822419,-1.030553968616535,-0.7288146110152769,-0.7254237839713426,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
-1.6431980376609285,-0.727450904822419,-1.030553968616535,-0.5679323715071721,-0.5650527404797562,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
-1.6431980376609285,-0.727450904822419,-1.030553968616535,-0.8762899972310386,-0.8724305738386328,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
-1.6431980376609285,-0.727450904822419,-1.030553968616535,-0.39172801395067686,-0.3894082642746851,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
-1.6431980376609285,-0.727450904822419,-1.030553968616535,-0.5679323715071721,-0.5650527404797562,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
-1.5459420398587984,-0.727450904822419,-1.030553968616535,-0.7288146110152769,-0.7254237839713426,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
